filepath,label
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-02-01.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-01-01.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-02-01.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-01-01.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-02-01.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-01-01.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-02-01.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-01-01.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-02-01.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-01-01.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-02-01.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-01-01.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-02-01.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-01-01.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-02-01.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-01-01.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-02-01.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-01-01.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-02-01.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-01-01.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-02-01.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-01-01.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-02-01.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-01-01.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-02-01.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-01-01.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-02-01.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-01-01.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-02-01.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-01-01.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-02-01.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-01-01.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-02-01.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-01-01.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-02-01.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-01-01-01.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-01-02-01.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-01-01.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-02-01.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-01-01.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-02-01.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-01-01.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-02-01.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-01-01.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-02-01.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-01-01.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-02-01.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-01-02.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-02-02.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-01-02.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-02-02.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-01-02.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-01-02.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-02-02.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-01-02.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-02-02.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-01-02.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-02-02.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-01-02.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-02-02.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-01-02.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-02-02.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-01-02.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-02-02.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-01-02.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-02-02.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-01-02.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-02-02.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-01-02.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-02-02.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-01-02.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-02-02.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-01-02.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-02-02.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-01-02.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-02-02.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-01-02.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-02-02.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-01-02.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-02-02.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-01-02.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-02-02.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-01-02.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-02-02.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-01-02.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-02-02.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-01-02.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-02-02.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-01-02.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-02-02.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-01-02.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-02-02.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-01-02.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-02-02.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-01-02.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-02-02.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-01-02.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-02-02.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-01-02.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-02-02.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-01-02.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-02-02.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-01-02.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-02-02.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-01-02.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-02-02.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-01-03.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-02-03.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-01-03.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-02-03.wav,neutral
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-01-03.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-02-03.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-01-03.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-02-03.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-01-03.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-02-03.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-01-03.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-02-03.wav,calm
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-01-03.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-02-03.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-01-03.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-02-03.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-01-03.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-02-03.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-01-03.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-02-03.wav,happy
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-01-03.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-02-03.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-01-03.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-02-03.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-01-03.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-02-03.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-01-03.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-02-03.wav,sad
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-01-03.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-02-03.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-01-03.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-02-03.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-01-03.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-02-03.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-01-03.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-02-03.wav,angry
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-01-03.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-02-03.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-01-03.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-02-03.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-01-03.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-02-03.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-01-03.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-02-03.wav,fearful
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-01-03.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-02-03.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-01-03.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-02-03.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-01-03.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-02-03.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-01-03.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-02-03.wav,disgust
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-01-03.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-02-03.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-01-03.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-02-03.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-01-03.wav,surprised
C:\Users\rishi\Downloads\Batch 21 project\Wav2vec\audio datasets\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-02-03.wav,surprised
